"DateTime","Total Volume","Price"
"2016-07-14 00:00:00",2097269.92917887,654.095
"2016-07-15 00:00:00",3349411.14443499,661.98
"2016-07-16 00:00:00",1965918.49664543,660.565
"2016-07-17 00:00:00",2055306.59991924,670.5350000000001
"2016-07-18 00:00:00",2255407.84442382,672.515
"2016-07-19 00:00:00",2539145.56392858,668.435
"2016-07-20 00:00:00",2456917.48286132,665.9
"2016-07-21 00:00:00",2207379.88049399,662.165
"2016-07-22 00:00:00",2421306.20175058,657.565
"2016-07-23 00:00:00",1834612.75600814,653.075
"2016-07-24 00:00:00",1846664.91968394,657.62
"2016-07-25 00:00:00",1927857.04675701,656.7950000000001
"2016-07-26 00:00:00",2310580.41755708,650.625
"2016-07-27 00:00:00",2515469.55689173,652.56
"2016-07-28 00:00:00",2460612.9358153,654.385
"2016-07-29 00:00:00",2139879.12046977,654.1949999999999
"2016-07-30 00:00:00",1878531.69123546,654.805
"2016-07-31 00:00:00",1858564.33696221,638.17
"2016-08-01 00:00:00",1726830.89065966,615.72
"2016-08-02 00:00:00",3522076.09522781,542.5550000000001
"2016-08-03 00:00:00",2478092.16795296,543.575
"2016-08-04 00:00:00",3004674.78012408,572.1949999999999
"2016-08-05 00:00:00",2291567.35181081,572.89
"2016-08-06 00:00:00",1516812.65860045,581.005
"2016-08-07 00:00:00",1875748.716217,588.44
"2016-08-08 00:00:00",1971245.14071842,589.825
"2016-08-09 00:00:00",2222267.86115351,586.1500000000001
"2016-08-10 00:00:00",2170929.49399166,590.6949999999999
"2016-08-11 00:00:00",2254855.17260141,592.27
"2016-08-12 00:00:00",1924492.13278677,586.6700000000001
"2016-08-13 00:00:00",2049092.91864336,586.44
"2016-08-14 00:00:00",1716569.43644686,572.865
"2016-08-15 00:00:00",2077130.22974418,567.125
"2016-08-16 00:00:00",2731958.30621631,573.38
"2016-08-17 00:00:00",1999807.95612005,574.88
"2016-08-18 00:00:00",2327792.80487518,575.1800000000001
"2016-08-19 00:00:00",2377047.79111283,572.0550000000001
"2016-08-20 00:00:00",2097223.39722782,577.89
"2016-08-21 00:00:00",1338909.5767391,581.58
"2016-08-22 00:00:00",1984740.6791983,584.515
"2016-08-23 00:00:00",2090785.99723595,584.24
"2016-08-24 00:00:00",2098712.58072258,580.645
"2016-08-25 00:00:00",2132803.99048354,575.76
"2016-08-26 00:00:00",2092780.60537505,579.28
"2016-08-27 00:00:00",1464561.62205711,573.8299999999999
"2016-08-28 00:00:00",1302221.63494112,572.7650000000001
"2016-08-29 00:00:00",1714220.63370491,574.995
"2016-08-30 00:00:00",1814694.81156346,576.225
"2016-08-31 00:00:00",1777557.92231963,574.97
"2016-09-01 00:00:00",1783678.09397104,637.1700000000001
"2016-09-02 00:00:00",1595134.29340229,573.45
"2016-09-03 00:00:00",1308424.92080702,588.8050000000001
"2016-09-04 00:00:00",1160632.75421504,602.99
"2016-09-05 00:00:00",1713681.50703508,604.69
"2016-09-06 00:00:00",1600893.41987835,607.75
"2016-09-07 00:00:00",1603741.19003796,611.36
"2016-09-08 00:00:00",1626880.30093212,620.275
"2016-09-09 00:00:00",1750922.90957102,622.45
"2016-09-10 00:00:00",1478034.97617189,624.26
"2016-09-11 00:00:00",1506619.98466324,611.78
"2016-09-12 00:00:00",1672258.49155227,606.825
"2016-09-13 00:00:00",1981907.52996849,608.45
"2016-09-14 00:00:00",1897616.61809998,609.275
"2016-09-15 00:00:00",1564540.18509611,607.915
"2016-09-16 00:00:00",1880952.09103412,607.755
"2016-09-17 00:00:00",1475509.56483543,607.065
"2016-09-18 00:00:00",1626466.70879886,608.8
"2016-09-19 00:00:00",2074708.00794685,609.7
"2016-09-20 00:00:00",2268567.27211901,608.5999999999999
"2016-09-21 00:00:00",1867494.60631729,600.2550000000001
"2016-09-22 00:00:00",2326674.0280347,596.3050000000001
"2016-09-23 00:00:00",2253377.47809898,598.905
"2016-09-24 00:00:00",2019184.95092598,603.21
"2016-09-25 00:00:00",1851826.56692238,601.61
"2016-09-26 00:00:00",2278155.60187445,603.315
"2016-09-27 00:00:00",1737650.31426221,605.35
"2016-09-28 00:00:00",2545689.05698079,604.76
"2016-09-29 00:00:00",1838851.92448833,604.62
"2016-09-30 00:00:00",2464312.41000339,605.515
"2016-10-01 00:00:00",1536124.18253851,611.0350000000001
"2016-10-02 00:00:00",1420395.1808181,610.94
"2016-10-03 00:00:00",1992727.40504124,610.835
"2016-10-04 00:00:00",1906791.15251349,609.5899999999999
"2016-10-05 00:00:00",2302843.29977647,610.815
"2016-10-06 00:00:00",2291725.00663057,610.6099999999999
"2016-10-07 00:00:00",2368166.59961457,614.275
"2016-10-08 00:00:00",2376975.88288046,617.22
"2016-10-09 00:00:00",2698212.13166017,615.6800000000001
"2016-10-10 00:00:00",2585917.32208802,615.785
"2016-10-11 00:00:00",2864039.24135101,628.975
"2016-10-12 00:00:00",2691149.30440773,637.35
"2016-10-13 00:00:00",2088161.19223908,635.885
"2016-10-14 00:00:00",2021409.06019789,635.56
"2016-10-15 00:00:00",3408105.66958182,638.23
"2016-10-16 00:00:00",2461115.97557144,639.285
"2016-10-17 00:00:00",1887070.93736659,638.0899999999999
"2016-10-18 00:00:00",2509108.68066043,635.7850000000001
"2016-10-19 00:00:00",1937925.86409969,630.6800000000001
"2016-10-20 00:00:00",2465644.968719,628.155
