Date,polarity_score,sentiment_score
2017-08-18,0.2,1.0
2017-08-19,0.0,0.0
2017-08-20,0.016666666666666666,1.0
2017-08-21,0.125,1.0
2017-08-22,0.15000000000000002,1.0
2017-08-23,0.06818181818181818,1.0
2017-08-25,0.0,0.0
2017-08-26,-0.14375,-1.0
2017-08-27,0.1333333333333333,1.0
2017-08-28,0.0,0.0
2017-08-29,0.14642857142857144,1.0
2017-08-30,0.0875,1.0
2017-08-31,0.0,0.0
2017-09-04,0.0,0.0
2017-09-08,0.0,0.0
2017-09-12,0.125,1.0
2017-09-13,-0.5,-1.0
2017-09-14,0.16,1.0
2017-09-15,0.5,1.0
2017-09-16,0.0,0.0
2017-09-19,0.2875,1.0
2017-09-20,0.325,1.0
2017-09-24,0.25,1.0
2017-09-25,0.08125,1.0
2017-09-26,0.175,1.0
2017-09-27,0.05367965367965369,1.0
2017-09-28,0.25,1.0
2017-09-29,0.13452380952380952,1.0
2017-10-02,0.3214285714285714,1.0
2017-10-04,0.0,0.0
2017-10-05,0.33958333333333335,1.0
2017-10-06,0.0,0.0
2017-10-07,0.25,1.0
2017-10-08,0.16666666666666666,1.0
2017-10-09,0.0,0.0
2017-10-11,-0.19599999999999998,-1.0
2017-10-12,0.0,0.0
2017-10-14,-0.0625,-1.0
2017-10-15,1.0,1.0
2017-10-16,0.30000000000000004,1.0
2017-10-18,-0.125,-1.0
2017-10-19,0.0,0.0
2017-10-20,0.2625,1.0
2017-10-21,0.25,1.0
2017-10-24,0.0,0.0
2017-10-26,-0.11458333333333334,-1.0
2017-10-28,-0.4583333333333333,-1.0
2017-11-07,-0.16666666666666666,-1.0
2017-11-08,0.0,0.0
2017-11-09,-0.2,-1.0
2017-11-10,0.5,1.0
2017-11-12,0.045075757575757575,1.0
2017-11-13,0.01785714285714285,1.0
2017-11-15,-0.08273809523809524,-1.0
2017-11-17,-0.05,-1.0
2017-11-19,0.19285714285714287,1.0
2017-11-20,0.7,1.0
2017-11-21,0.016666666666666663,1.0
2017-11-23,-0.18229166666666669,-1.0
2017-11-24,0.0,0.0
2017-11-25,0.5,1.0
2017-11-26,0.1875,1.0
2017-11-27,0.05,1.0
2017-11-28,0.0,0.0
2017-11-30,0.0,0.0
2017-12-02,0.0,0.0
2017-12-03,0.0,0.0
2017-12-07,0.0,0.0
2017-12-08,0.0,0.0
2017-12-11,0.0,0.0
2017-12-12,-0.25,-1.0
2017-12-13,-0.32257575757575757,-1.0
2017-12-14,0.0,0.0
2017-12-15,-0.5,-1.0
2017-12-16,0.0,0.0
2017-12-17,0.0,0.0
2017-12-19,0.25,1.0
2017-12-20,0.15,1.0
2017-12-21,0.027083333333333334,1.0
2017-12-23,0.0,0.0
2017-12-24,0.005681818181818177,1.0
2017-12-25,-0.024999999999999994,-1.0
2017-12-26,0.11666666666666667,1.0
2017-12-27,0.2,1.0
2018-01-03,0.2541666666666667,1.0
2018-01-05,-0.1,-1.0
2018-01-07,0.40909090909090906,1.0
2018-01-08,-0.05,-1.0
2018-01-09,0.19999999999999998,1.0
2018-01-12,0.16250000000000003,1.0
2018-01-13,0.44375,1.0
2018-01-15,0.14464285714285716,1.0
2018-01-18,0.0,0.0
2018-01-24,0.24999999999999997,1.0
2018-01-27,0.12083333333333333,1.0
2018-01-28,0.16666666666666666,1.0
2018-01-29,0.0,0.0
2018-01-30,0.0,0.0
2018-01-31,0.0,0.0
2018-02-01,0.0,0.0
2018-02-02,0.0,0.0
2018-02-03,0.0,0.0
2018-02-04,-0.105,-1.0
2018-02-05,0.0,0.0
2018-02-06,0.0,0.0
2018-02-07,0.075,1.0
2018-02-11,0.0,0.0
2018-02-12,0.02375,1.0
2018-02-16,-0.13333333333333333,-1.0
2018-02-17,0.06818181818181818,1.0
2018-02-18,0.5,1.0
2018-02-20,-0.1875,-1.0
2018-02-21,-0.1,-1.0
2018-02-22,0.0,0.0
2018-02-24,0.17857142857142858,1.0
2018-02-25,-0.125,-1.0
2018-02-27,0.08916666666666667,1.0
2018-02-28,0.0,0.0
2018-03-03,-0.26666666666666666,-1.0
2018-03-04,0.2866666666666667,1.0
2018-03-05,0.0,0.0
2018-03-06,0.13541666666666666,1.0
2018-03-07,0.0,0.0
2018-03-08,0.0,0.0
2018-03-09,0.0,0.0
2018-03-10,0.0,0.0
2018-03-11,-0.06666666666666665,-1.0
2018-03-12,1.0,1.0
2018-03-14,0.0,0.0
2018-03-15,0.0,0.0
2018-03-18,0.25,1.0
2018-03-19,0.0,0.0
2018-03-20,-0.010606060606060619,-1.0
2018-03-21,-0.16666666666666666,-1.0
2018-03-22,0.13809523809523808,1.0
2018-03-23,0.0,0.0
2018-03-24,-0.09614197530864198,-1.0
2018-03-25,0.0,0.0
2018-03-26,0.0,0.0
2018-03-27,0.0,0.0
2018-03-28,0.0,0.0
2018-03-30,0.021693121693121684,1.0
2018-03-31,0.5,1.0
2018-04-01,0.1,1.0
2018-04-02,0.06567460317460318,1.0
2018-04-04,0.16944444444444443,1.0
2018-04-05,0.07499999999999998,1.0
2018-04-06,0.0,0.0
2018-04-07,0.5,1.0
2018-04-08,0.0,0.0
2018-04-09,0.4,1.0
2018-04-10,0.155,1.0
2018-04-11,-0.03333333333333333,-1.0
2018-04-12,0.425,1.0
2018-04-13,0.02250000000000001,1.0
2018-04-15,0.0,0.0
2018-04-16,0.0,0.0
2018-04-17,0.0,0.0
2018-04-18,0.5,1.0
2018-04-19,0.21212121212121213,1.0
2018-04-23,-0.25,-1.0
2018-04-25,0.0,0.0
2018-04-26,0.0,0.0
2018-04-27,-0.0909090909090909,-1.0
2018-04-28,0.25,1.0
2018-04-30,0.0,0.0
2018-05-01,0.5,1.0
2018-05-02,0.0,0.0
2018-05-03,0.35000000000000003,1.0
2018-05-04,0.0,0.0
2018-05-05,0.0,0.0
2018-05-06,0.375,1.0
2018-05-07,0.0,0.0
2018-05-08,0.0,0.0
2018-05-09,0.0,0.0
2018-05-10,0.0,0.0
2018-05-11,0.09074074074074073,1.0
2018-05-12,0.0,0.0
2018-05-13,0.2,1.0
2018-05-14,0.1,1.0
2018-05-16,-0.55,-1.0
2018-05-17,0.0,0.0
2018-05-18,0.0,0.0
2018-05-19,0.15000000000000005,1.0
2018-05-20,0.18095238095238098,1.0
2018-05-21,0.05958333333333335,1.0
2018-05-22,0.0625,1.0
2018-05-23,0.0,0.0
2018-05-24,0.0005208333333333315,1.0
2018-05-25,0.0,0.0
2018-05-26,0.0,0.0
2018-05-27,0.0,0.0
2018-05-28,0.1775,1.0
2018-05-29,0.0,0.0
2018-05-30,0.02291666666666667,1.0
2018-05-31,0.0,0.0
2018-06-01,0.2875,1.0
2018-06-02,0.0,0.0
2018-06-03,0.09621212121212121,1.0
2018-06-04,-0.009375000000000008,-1.0
2018-06-05,0.35,1.0
2018-06-06,0.05,1.0
2018-06-07,0.0,0.0
2018-06-08,0.0,0.0
2018-06-09,0.0,0.0
2018-06-10,0.11000000000000001,1.0
2018-06-11,0.525,1.0
2018-06-12,0.041666666666666664,1.0
2018-06-13,-0.08333333333333333,-1.0
2018-06-14,0.0,0.0
2018-06-15,0.0,0.0
2018-06-16,0.025,1.0
2018-06-17,0.05,1.0
2018-06-18,0.44999999999999996,1.0
2018-06-19,0.0,0.0
2018-06-20,0.0,0.0
2018-06-21,0.0,0.0
2018-06-22,0.16875,1.0
2018-06-23,0.0,0.0
2018-06-24,0.0,0.0
2018-06-25,0.03333333333333334,1.0
2018-06-26,0.0,0.0
2018-06-27,0.19183035714285715,1.0
2018-06-28,0.2729166666666667,1.0
