Date,polarity_score,sentiment_score
2014-01-01,0.1206759598426265,1.0
2014-01-02,0.09608729888070719,1.0
2014-01-03,0.10390684938722135,1.0
2014-01-04,0.1037984237984238,1.0
2014-01-05,0.11191798194903783,1.0
2014-01-06,0.0796977896544092,1.0
2014-01-07,0.07876742169418764,1.0
2014-01-08,0.07679550462540782,1.0
2014-01-09,0.1091779486237033,1.0
2014-01-10,0.0977824883291853,1.0
2014-01-11,0.11561647777939912,1.0
2014-01-12,0.09005257438539649,1.0
2014-01-13,0.11177916695759435,1.0
2014-01-14,0.1074420250476924,1.0
2014-01-15,0.08255853428327853,1.0
2014-01-16,0.11897802105799417,1.0
2014-01-17,0.10727481804537546,1.0
2014-01-18,0.08644444042334168,1.0
2014-01-19,0.09771659064939582,1.0
2014-01-20,0.0756034947595457,1.0
2014-01-21,0.11663356058639349,1.0
2014-01-22,0.1106678660352106,1.0
2014-01-23,0.08647389966400378,1.0
2014-01-24,0.09860789535312216,1.0
2014-01-25,0.10347189282895021,1.0
2014-01-26,0.09029214733125346,1.0
2014-01-27,0.040990705880998436,1.0
2014-01-28,0.050933351019242845,1.0
2014-01-29,0.07748737265943437,1.0
2014-01-30,0.10343214575973196,1.0
2014-01-31,0.12499675618166424,1.0
2014-02-01,0.09125670995670998,1.0
2014-02-02,0.11098301397240078,1.0
2014-02-03,0.04632370308966055,1.0
2014-02-04,0.11288547733655124,1.0
2014-02-05,0.10159058252196596,1.0
2014-02-06,0.10554825210809533,1.0
2014-02-07,0.08465207284261304,1.0
2014-02-08,0.08319342452195855,1.0
2014-02-09,0.048976085332869256,1.0
2014-02-10,0.04177190981240983,1.0
2014-02-11,0.06225883515036855,1.0
2014-02-12,0.05796494477275411,1.0
2014-02-13,0.060758059170482,1.0
2014-02-14,0.0891722544685398,1.0
2014-02-15,0.034302965153707565,1.0
2014-02-16,-0.007000715516710767,-1.0
2014-02-17,0.0429754490149227,1.0
2014-02-18,0.094255414456514,1.0
2014-02-19,0.07836103414830736,1.0
2014-02-20,0.08723494952501205,1.0
2014-02-21,0.11617031988837104,1.0
2014-02-22,0.09905535657023753,1.0
2014-02-23,0.09048590496804784,1.0
2014-02-24,0.09589883014071086,1.0
2014-02-25,0.0478833333091988,1.0
2014-02-26,0.043977783648031996,1.0
2014-02-27,0.04304022751445926,1.0
2014-02-28,0.048607947633181436,1.0
2014-03-01,0.07342150176832096,1.0
2014-03-02,0.06094783128288287,1.0
2014-03-03,0.02105831805831808,1.0
2014-03-04,0.03873171510643486,1.0
2014-03-05,0.05461794580880524,1.0
2014-03-06,0.01570508686446168,1.0
2014-03-07,0.046579391801614085,1.0
2014-03-08,0.070007353328318,1.0
2014-03-09,0.06392369104325626,1.0
2014-03-10,0.06348485238987649,1.0
2014-03-11,0.08952063337719474,1.0
2014-03-12,0.08484877372094443,1.0
2014-03-13,0.04402268175058005,1.0
2014-03-14,0.0742101741197751,1.0
2014-03-15,0.05630233040412681,1.0
2014-03-16,0.10833017452420435,1.0
2014-03-17,0.04423615353063209,1.0
2014-03-18,0.05817679349971015,1.0
2014-03-19,0.08941772179902743,1.0
2014-03-20,0.07886533810377,1.0
2014-03-21,0.03103419334390008,1.0
2014-03-22,0.0852830516044802,1.0
2014-03-23,0.130238277195514,1.0
2014-03-24,0.0626034871836759,1.0
2014-03-25,0.0740988911924927,1.0
2014-03-26,0.07915936513959303,1.0
2014-03-27,0.06426347737027961,1.0
2014-03-28,0.057086258479220324,1.0
2014-03-29,0.06343444636583224,1.0
